date,open,high,low,close,adj_close,volume,pctc,cumprod,index,mom_pct_change,rev_pct_change,CCI_4_0.015,K_4_3,D_4_3,J_4_3,RSI_4,BOP,WILLR_4,PDIST,KCLe_4_2,KCBe_4_2,KCUe_4_2,ADX_4,DMP_4,DMN_4,QS_4,ROC_4,STDEV_4,PVOL,EFI_4,Date
2010-01-04,1116.56005859375,1133.8699951171875,1116.56005859375,1132.989990234375,1132.989990234375,3991400000,0.01604341766668682,10.015052395350722,0.0,0.0,0.0,68.94438727573757,64.38629038168024,65.81571748817278,61.527436168695175,69.13853658080325,0.9491618654048222,-4.617039945177048,19.6500244140625,1100.8161664315792,1125.8622468322183,1150.9083272328573,31.353875100533198,25.82419301880155,20.47382112053726,0.867462158203125,0.4619660574011227,7.420261087786483,4522216247021.484,23619777225.27481,2010-01-04
2010-01-05,1132.6600341796875,1136.6300048828125,1129.6600341796875,1136.52001953125,1136.52001953125,2491020000,0.0031156756258232665,10.35782361257258,0.0,0.03408434203209143,-0.0014610191132812145,114.63204914214657,76.0895073332261,69.24031410325264,89.787893793173,72.97071712928773,0.5538022347542821,-0.5040587639651095,10.409912109375,1109.5217311089475,1130.1253559118309,1150.7289807147142,29.868441396743588,28.2820590510801,16.820526651846667,2.41998291015625,0.9163619966984,9.41917221378761,2831094099052.7344,17689215766.80551,2010-01-05
2010-01-06,1135.7099609375,1139.18994140625,1133.949951171875,1137.1400146484375,1137.1400146484375,4972660000,0.0005455206301101523,10.418026082047295,0.0,0.024545913106951443,-0.008515136619823328,80.47672727313727,81.25691436210772,73.24584752291943,97.2790480404843,73.73448957618416,0.2729115221544053,-8.4082715802123,9.8599853515625,1116.3770523372436,1132.9312194064737,1149.4853864757038,31.780717847609818,31.403334425526253,14.268414508895871,2.55499267578125,0.9516850095793796,10.387101103598074,5654610665241.699,11846739427.856745,2010-01-06
2010-01-07,1136.27001953125,1142.4599609375,1131.3199462890625,1141.68994140625,1141.68994140625,5270680000,0.00400120187417663,10.859830894949663,0.0,0.056825032668094036,-0.013797434609494674,84.17674404238049,86.51358971037055,77.66842825210544,104.2039126269008,79.4236961317198,0.48652735620596327,-2.9730595931602655,17.7301025390625,1117.5901962460962,1136.4347082063841,1155.279220166672,36.597716822128085,30.786960942034558,9.977319955449007,6.78497314453125,2.3845364902228257,3.5728989106366607,6017482340371.094,16700526842.260921,2010-01-07
2010-01-08,1140.52001953125,1145.3900146484375,1136.219970703125,1144.97998046875,1144.97998046875,4389590000,0.0028817272914287706,11.17929869516281,0.0,-0.0004515307319870931,0.005070996723099153,117.84685440114582,90.14015815655245,81.8256715536101,106.76913136243712,82.97838778423531,0.48636200263574764,-2.6067049511097284,15.050048828125,1121.2100747789077,1139.8528171113305,1158.4955594437533,42.72590530697359,31.076193928545877,7.501303632529124,3.79248046875,1.0582609147230595,3.996609811253482,5025992672465.82,15797085132.700302,2010-01-08
2010-01-11,1145.9599609375,1149.739990234375,1142.02001953125,1146.97998046875,1146.97998046875,4255780000,0.0017467554316374923,11.373501739044233,0.0,0.00500260497539996,-0.003003102604473895,107.59630439497978,88.43219522963203,84.02784611229198,97.24089346431211,85.06907456811939,0.13212738370070526,-14.983730624200609,15.39990234375,1125.3420604923447,1142.7036824542984,1160.065304416252,50.13380023732938,36.58199539279246,5.866982581633997,3.082489013671875,0.9203499065343469,4.299231474205806,4881294461279.297,12882875079.62018,2010-01-11
2010-01-12,1143.81005859375,1143.81005859375,1131.77001953125,1136.219970703125,1136.219970703125,4716160000,-0.009381166148364262,10.328688414705134,0.0,0.009671312220229267,-0.052483034395957064,-79.522838167816,67.82199320755586,78.62589514403372,46.21418933460015,45.22380409452877,-0.6304039257036256,-73.39841083653089,19.659912109375,1117.5252558266568,1140.110197753829,1162.6951396810011,40.02411004454291,23.26600194460741,28.26162588763538,0.82745361328125,-0.08090858939626219,4.701462813660712,5358595177031.25,-12568646014.727892,2010-01-12
2010-01-13,1137.31005859375,1148.4000244140625,1133.1800537109375,1145.6800537109375,1145.6800537109375,4170360000,0.008325925658531075,11.247276872449197,0.0,0.028464775770188865,0.011598486757345284,10.84197794379614,71.01703063688969,76.08960697498166,60.871877960705746,64.63925541774941,0.5499350347283489,-22.592894504449422,23.1600341796875,1116.611198417869,1142.3381401366723,1168.0650818554757,33.66401556034507,25.518823049612003,19.022967590485564,1.564971923828125,0.3494917630414412,4.900583841790554,4777898268793.945,8239593100.14764,2010-01-13
2010-01-14,1145.6800537109375,1150.4100341796875,1143.800048828125,1148.4599609375,1148.4599609375,3915200000,0.0024264254383745687,11.517210095002417,0.0,0.021262984284382724,-0.007885793091032578,79.039960030364,77.1907677248403,76.45666055826827,78.65898205798436,68.9512118873453,0.42056178322776044,-10.461758099267183,10.4400634765625,1124.0627151444714,1144.7868684570035,1165.5110217695355,31.33774060589099,26.297118848628795,15.995174690440532,1.14495849609375,0.30393373928907563,5.527931933677987,4496450439062.5,9297312969.463585,2010-01-14
2010-01-15,1147.719970703125,1147.77001953125,1131.3900146484375,1136.030029296875,1136.030029296875,4758730000,-0.010823130159869354,10.310244815078718,0.0,-0.014173931568943875,-0.018472400988371142,-56.140320952912255,59.59232023524727,70.83521378392396,37.106533137893905,39.92559193160271,-0.7136714237806014,-75.60457474392216,21.81005859375,1115.1936837741828,1141.284132792952,1167.3745818117213,32.49501618184145,16.987280358715047,36.07048261415253,-2.03253173828125,-0.9546767474877768,6.420674063529966,5406060181315.918,-18081887656.798412,2010-01-15
2010-01-19,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,1150.22998046875,4724830000,0.012499626599363545,11.689081685351589,0.0,0.008946572582229884,0.013200533117030866,44.0500800601858,72.67684686598444,71.44909147794442,75.1323576420645,63.39614338471656,0.9673036305276987,-1.1540998725494633,15.159912109375,1117.4642571395095,1144.8624718632711,1172.2606865870328,29.19708331606644,17.353529940765924,25.655729814363784,3.41497802734375,1.2330367470090506,6.3300044227013865,5434641118618.164,15987809524.085016,2010-01-19
2010-01-20,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,1138.0400390625,4810560000,-0.010597829662970737,10.5054198224366,0.0,-0.0007036570042694534,-0.015165134102363998,-66.5299464150215,62.272079212357305,68.39008738941442,50.03606285824307,43.80652110472669,-0.5299432077811868,-58.53745609489261,29.77001953125,1108.910585533706,1142.1334987429627,1175.3564119522196,32.462487955541036,11.194416005166936,27.579966857421727,-1.154998779296875,-0.666854120719913,7.190760075970735,5474609890312.5,-13863492098.04899,2010-01-20
2010-01-21,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,1116.47998046875,6874290000,-0.01894490338978838,8.411905319852542,0.0,0.005292343387133636,-0.026753823440514156,-133.33333333333212,43.04988312094817,59.94335263325723,9.26294409633006,25.34069355281238,-0.8302199457667973,-95.39450906186475,31.919921875,1090.5463513202235,1131.8720914332775,1173.1978315463316,41.49419981593737,6.9827628232936165,37.47833282999548,-7.399993896484375,-2.7845968998905635,13.96536328378589,7675007164936.523,-67602133335.00127,2010-01-21
2010-01-22,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,1091.760009765625,6208650000,-0.022140988764300484,6.0115585422492845,0.0,-0.013952169532879932,-0.049078649958354606,-122.15104744045611,29.573744735747795,49.820150000752676,-10.919065794261968,15.410141551396867,-0.9375756611153715,-97.37853203465045,27.8798828125,1069.9918732921342,1115.8272587662166,1161.662644240299,52.27223759638688,4.675805260822058,56.073991417898654,-10.410003662109375,-3.8969057498110433,25.697193159566794,6778355784631.348,-101952338443.38358,2010-01-22
2010-01-25,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,1096.780029296875,4481390000,0.004598098012701168,6.499010078905765,0.0,0.02097097656799942,0.006671296461049292,-70.21221745290671,23.524027446939296,41.0547758161474,-11.53746929147691,23.524824685370884,0.4143828892815485,-88.57540713067695,17.39990234375,1071.7391669440306,1108.20836697848,1144.6775670129293,60.35576592904453,3.9366618311005857,47.20990918545957,-12.864990234375,-4.6468925414457285,21.08204462723514,4915099055490.723,-52172736935.17077,2010-01-25
2010-01-26,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,1092.1700439453125,4731910000,-0.004203199573680982,6.051373485144662,0.0,0.0019178988906701777,-0.009388150705056265,-57.69390098950325,17.171509340938893,33.093686991077405,-14.672845959338133,21.05207043370871,-0.26247407211262636,-95.5335268710614,25.0098876953125,1068.8475529007933,1101.793037765213,1134.7385226296328,66.74706945185515,3.124254034949468,41.2574435212439,-11.295013427734375,-4.030613470768085,11.678893820961418,5168050352645.264,-40029256475.06731,2010-01-26
2010-01-27,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,1097.5,5319120000,0.004880152210944955,6.568920329931949,0.0,0.01802178909032217,0.00372404681163111,-98.11822013344708,26.261356730138427,30.816243570764318,17.151583048886643,32.06081323147302,0.3390274583361246,-55.55894849146299,27.4700927734375,1067.188512209226,1100.0758226591279,1132.9631331090297,72.35819500075405,2.355627971881066,41.23309545529164,-4.35498046875,-1.6999839496254403,3.0068666735945957,5837734200000.0,-12677283545.196632,2010-01-27
2010-01-28,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,1084.530029296875,5452400000,-0.011817740959567224,5.309516435132067,0.0,0.009534088683788355,-0.033620521238005074,-131.94369834223681,25.52722111826727,29.053236086598588,18.47519118160463,22.073917768032384,-0.5698538074027533,-75.94105010547503,31.68994140625,1056.7171112317856,1093.8575053142267,1130.997899396668,77.04171189167963,1.6412857799051468,35.209503573976605,-1.522491455078125,-0.6622316630100882,5.9639976677294015,5913291531738.281,-35893357431.80548,2010-01-28
2010-01-29,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,1073.8699951171875,5412850000,-0.009829173828039273,4.2744108923443935,0.0,-5.944222794034282e-05,-0.02293610503969471,-113.43877093556898,19.38578088152553,25.830751018240843,6.495840608094902,16.456354785117927,-0.5526950253617673,-92.8970995919578,39.0599365234375,1043.6902765046964,1085.862501235411,1128.0347259661255,81.12730304605456,1.1226810196086905,32.816073586378415,-6.052490234375,-2.0888449431719405,10.25468852931351,5812697203070.068,-44616480862.89188,2010-01-29
2010-02-01,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,1089.18994140625,4077610000,0.014266108894671836,5.762000993062344,0.0,0.018786977044126796,0.03748464079982232,-37.93564558447604,33.41514811624713,28.358883384242972,43.52767758025544,43.84176971442073,0.9877299163080997,-38.526117414309894,15.7000732421875,1049.4821346528176,1087.1934773037465,1124.9048199546753,84.19149641159474,0.8890082854844132,25.985797217383354,-1.32000732421875,-0.27286067362709326,9.856073459683914,4441291796977.539,-1782382042.6374702,2010-02-01
2010-02-02,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,1103.3199462890625,4749540000,0.01297294837718499,7.134045972213121,0.0,0.027351645635067524,0.007513317631405625,133.33333333333474,54.191839282860315,36.96986868378215,88.63578048101664,59.976051608640375,0.7912869413306158,-4.254778383913537,21.1302490234375,1057.6012436823155,1093.6440648978728,1129.68688611343,64.23333858362564,21.810036937147938,19.988112007921945,0.607452392578125,0.5302912336275627,12.213617763472154,5240262217697.754,25774980130.86283,2010-02-02
2010-02-03,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,1097.280029296875,4285450000,-0.00547431142933863,6.547560839876154,0.0,-0.019559181309023344,-0.02021159644999747,63.821891287906055,61.967816533702596,45.30251796708901,95.29841366692976,51.537181775376666,-0.3874302455357143,-22.48022896461288,16.7598876953125,1065.9927774593893,1095.0984506574737,1124.204123855558,49.26472021331113,18.615939082679933,17.06083655839589,2.859954833984375,1.175624432295905,12.75283378952374,4702338701550.293,5111483168.84973,2010-02-03
2010-02-04,1097.25,1097.25,1062.780029296875,1063.1099853515625,1063.1099853515625,5859690000,-0.031140677888039425,3.2295975680052935,0.0,-0.03996294806913396,-0.05046916947852655,-100.84510850231109,41.57406000041324,44.05969864486376,36.602782711512205,25.00163232751333,-0.9904277245394472,-99.21345306616539,34.8299560546875,1037.2396606162586,1082.3030645351091,1127.3664684539597,52.71579971284126,10.820020922569364,47.775912670181235,-2.24005126953125,-1.0019843942516338,17.715774813644654,6229494950064.697,-77023456021.05344,2010-02-04
2010-02-05,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,1066.18994140625,6438900000,0.002897118921960873,3.528665988425961,0.0,0.001766164234727563,0.015461589649949781,-98.63513063485088,39.719996190334754,42.61313116002076,33.93372625096275,29.37203857932159,0.09146910483588208,-63.98813142982222,44.2000732421875,1030.715769026005,1075.8578152835655,1120.999861541126,58.40175932344789,7.91945907463448,56.62285798251669,-5.54754638671875,-2.1116610726596288,20.767824504979842,6865090413720.703,-38281461996.42112,2010-02-05
2010-02-08,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,1056.739990234375,4089820000,-0.00886329049344714,2.6110613473714794,0.0,0.004800631834222913,7.780089661366674e-05,-60.957546612006865,33.48789646037273,39.571386260138084,21.320916860842033,23.717862533344636,-0.59700847598471,-78.97630299955131,21.289794921875,1029.373504384353,1068.2106852638892,1107.0478661434254,58.69307507811019,11.64571327921105,45.95931090543123,-11.057525634765625,-4.221799507147119,18.067108188877086,4321876346860.3516,-38428316918.5558,2010-02-08
2010-02-09,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,1070.52001953125,5114260000,0.013040132316577413,3.949123164485635,0.0,0.02246228902871523,0.02282725318075971,41.63275356015635,38.7676147216071,39.30346241396109,37.695919336899124,44.492944265131015,0.5442235630358844,-50.67294875592416,31.300048828125,1027.8000791931117,1069.1344189708334,1110.468758748555,51.19670381477261,18.376939982391345,33.17676675557077,-7.59503173828125,-2.438758480164131,5.794479662993525,5474917715087.891,5132870901.600895,2010-02-09
2010-02-10,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,1068.1300048828125,4251450000,-0.0022325735201887964,3.7170491046617515,0.0,-0.0022307645608141803,0.002129025012439156,42.807161692525604,48.492177284343455,42.36636737075522,60.743797111519925,41.85676633719771,-0.10816750715551314,-32.05869759018384,27.9500732421875,1032.467986968992,1068.732653335625,1104.997319702258,45.97480542600723,14.870920825614519,27.805879201169137,0.552459716796875,0.47220133386198204,6.0356497243922025,4541101309259.033,-984688569.8793068,2010-02-10
2010-02-11,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,1078.469970703125,4400870000,0.009680437561949251,4.721075522629059,0.0,0.01900164735699388,0.012476927809030647,95.07291737031936,63.43724638830546,49.38999370993863,91.53175174503913,56.666941474652404,0.5845733831236075,-6.672615403770532,28.5601806640625,1035.308721868895,1072.6275802826249,1109.9464386963548,35.2347293255574,19.45974935109533,20.66944430504047,2.877471923828125,1.1517675059547334,8.979803631422177,4746206139968.262,17611125009.927883,2010-02-11
2010-02-12,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,1075.510009765625,4160680000,-0.002744592819371894,4.4336588107127595,0.0,0.00427953082935324,0.0028114829193090275,51.305459071152555,68.33012356891011,55.703370329595785,93.58363004753878,51.64580867392544,-0.029645471744673836,-21.884122069880586,31.76025390625,1038.989237027587,1073.780552075825,1108.571867124063,27.179672250267608,15.290064833051195,16.24055571247226,4.959991455078125,1.7762192880660252,4.69001270592842,4474852987431.641,5640494896.58173,2010-02-12
2010-02-16,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,1094.8699951171875,4080770000,0.01800074864554846,6.313542853099374,0.0,0.01856085463526952,0.02870265072168061,133.3333333333344,78.15269352921159,63.18647806280105,108.08512446203265,72.7233718465482,0.9516295684005431,-2.2021665501854693,20.9600830078125,1045.2135129196774,1082.2163292923701,1119.2191456650628,32.78544551370066,35.14871275952954,11.840676357891809,6.279998779296875,2.274593201591845,11.287668955236672,4467912629974.365,34985755907.18732,2010-02-16
2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,1099.510009765625,4259230000,0.0042379594555796984,6.764095337289855,0.0,-0.003100867839500654,-0.006439149775613639,93.00597818302454,84.18222995472149,70.18506202677453,112.17656581061541,76.05835285256468,0.5340671670664706,-3.75869719425872,10.5201416015625,1061.8840647830564,1089.133801481672,1116.3835381802876,39.12789594299266,40.20678418928776,10.637920483233247,7.510009765625,2.9378450880850675,11.8769531096832,4683066018894.043,28896609380.73817,2010-02-17
2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,1106.75,3878620000,0.006584742448973557,7.4671094078835765,0.0,-0.00897154889988271,-0.000651855600026674,85.51090901375001,88.35770665596766,76.24261023650557,112.58789949489184,80.9133569299511,0.7174687450366437,-3.291339941540017,14.280029296875,1071.222431057334,1096.1802808890034,1121.1381307206727,46.32577807589664,45.235034085107756,8.6420372860756,6.597503662109375,2.6222361368520444,13.359851961517043,4292662685000.0,28570433997.583527,2010-02-18
2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,1109.1700439453125,3944280000,0.002186622042297248,7.702099358136816,0.0,0.017334462897035507,0.0015585558434090484,85.58112092335513,88.98424442283984,80.48982163195033,105.97309000461885,82.49537818463313,0.31670010820350664,-9.762680043415761,20.8199462890625,1077.1054801187756,1101.3761861115272,1125.6468921042788,52.94977506932477,43.26504651851423,6.803932068489404,7.62750244140625,3.129681162802259,6.574863623959503,4374877220932.617,20960392771.596992,2010-02-19
2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,1108.010009765625,3814440000,-0.0010458578339902491,7.589458273785921,0.0,0.011808137657619322,0.007810345511961958,77.54057137323892,84.35104820064208,81.77689715484759,89.49935029223107,78.34506675131719,-0.28798558482166514,-24.915344243753403,12.6600341796875,1083.9392646337653,1104.0297155731664,1124.1201665125675,57.91777281438892,37.02162451718949,5.822081300023282,3.19500732421875,1.2001438259371682,4.347160333207747,4226437701650.3906,10806283352.41132,2010-02-22
