,date,index,mom_pct_change,rev_pct_change,SP500_pct_change
0,2010-01-04,0.0,0.0,0.0,0.0160434176666868
1,2010-01-05,0.0,0.0302872634963847,-0.0053605552276592,0.0031156756258232
2,2010-01-06,0.0,0.0196620882961525,-0.0150874386309483,0.0005455206301101
3,2010-01-07,0.0,0.0637548838973039,0.0001153350408935,0.0040012018741766
4,2010-01-08,0.0,-0.0007162370840329,-0.016731568824386,0.0028817272914287
5,2010-01-11,0.0,0.0131974332543102,-0.0130650274944484,0.0017467554316374
6,2010-01-12,0.0,0.0308338122482788,-0.0306498624443667,-0.0093811661483642
7,2010-01-13,0.0,0.0235759559518634,0.0004543752354287,0.008325925658531
8,2010-01-14,0.0,0.0250721512673205,-0.0151829789485068,0.0024264254383745
9,2010-01-15,0.0,-0.0086687971128241,-0.0205653676923979,-0.0108231301598693
10,2010-01-19,0.0,0.018389054843452,0.0025563919767023,0.0124996265993635
11,2010-01-20,0.0,-0.0042954695444054,-0.0108657259603689,-0.0105978296629707
12,2010-01-21,0.0,-0.0176640302287202,-0.020362542185182,-0.0189449033897883
13,2010-01-22,0.0,-0.0210743190190535,-0.0174172483619469,-0.0221409887643004
14,2010-01-25,0.0,0.0047441723523965,0.0027418605653795,0.0045980980127011
15,2010-01-26,0.0,-0.0101281110444871,-0.006533646821728,-0.0042031995736809
16,2010-01-27,0.0,0.0114340108992907,0.0049125619793388,0.0048801522109449
17,2010-01-28,0.0,-0.0023241552652418,-0.0182646000486333,-0.0118177409595672
18,2010-01-29,0.0,-0.0057405379776819,-0.0143083747477628,-0.0098291738280392
19,2010-02-01,0.0,0.032625352761094,0.0235248503693563,0.0142661088946718
20,2010-02-02,0.0,0.0125747281489443,0.0053996540726714,0.0129729483771849
21,2010-02-03,0.0,-0.0234565352537007,-0.00691912983757,-0.0054743114293386
22,2010-02-04,0.0,-0.0407333021832754,-0.0362215565287392,-0.0311406778880394
23,2010-02-05,0.0,0.0028450365172826,0.0047126449309366,0.0028971189219608
24,2010-02-08,1.0,0.0222065309514596,-0.0076029391224301,-0.0088632904934471
25,2010-02-09,1.0,0.0175990958589451,0.0229662582236502,0.0130401323165774
26,2010-02-10,1.0,-0.0058301011352732,0.0043376235525246,-0.0022325735201887
27,2010-02-11,1.0,0.0219642098053839,-0.0008636499928879,0.0096804375619492
28,2010-02-12,1.0,0.013346574103924,0.0041349767917893,-0.0027445928193718
29,2010-02-16,1.0,0.0045636668842127,0.0187204448485177,0.0180007486455484
30,2010-02-17,1.0,-0.0009976397439033,0.0010034564858401,0.0042379594555796
31,2010-02-18,1.0,0.0070174652882568,-0.0015956249189713,0.0065847424489735
32,2010-02-19,1.0,0.0112844996654157,0.0029673340351041,0.0021866220422972
33,2010-02-22,1.0,-0.0029405847313249,0.0103322701197733,-0.0010458578339902
34,2010-02-23,1.0,-0.0088849894978444,-0.0204086992214448,-0.0121028095969314
35,2010-02-24,1.0,0.0003533180139019,0.0063379252100598,0.0097204594242219
36,2010-02-25,1.0,0.0034579526282493,-0.006410660178052,-0.0020810401799135
37,2010-02-26,1.0,0.0106712558560569,-0.0088514354439136,0.0014053791778985
38,2010-03-01,2.0,0.0095381236637504,0.0250259054714902,0.0101585082728945
39,2010-03-02,2.0,-0.0010572267666487,-0.0012755768127221,0.0023304422719907
40,2010-03-03,2.0,0.0004448254094594,0.0014425484036748,0.0004292016020615
41,2010-03-04,2.0,0.0007509350595014,0.0079367600811801,0.0037361180334851
42,2010-03-05,2.0,0.0164537707194225,0.0275596854039586,0.0140074809470649
43,2010-03-08,2.0,0.0006037613174461,0.0094424052262816,-0.0001755960133915
44,2010-03-09,2.0,0.0047852036509097,0.0166106432345361,0.0017127370855292
45,2010-03-10,2.0,0.0112394323944377,0.025491986404404,0.0045245599549417
46,2010-03-11,2.0,0.001180566679788,-0.0086474550733164,0.0040415193146134
47,2010-03-12,2.0,0.0004223526251283,-0.0096421205142247,-0.0002173459470393
48,2010-03-15,2.0,0.0036420247427673,-0.0092226996742446,0.000452194832708
49,2010-03-16,2.0,0.008213853372703,0.0138817993551001,0.0077791163013856
50,2010-03-17,2.0,0.001293609121326,0.0084656824148874,0.0058216758037441
